Name,ParentOrg,OrgID,Address,Latitude,Longitude,Geocoder Display Name
BAE Systems Flight Training Tamworth Learning Resource Centre,British Aerospace Flight Training (Australia) Pty Ltd,4215,Basil Brown Drive Tamworth City Airport TAMWORTH NSW 2340 AUSTRALIA,,,
BBC Library,Brisbane Boys' College,6863,Kensington Terrace TOOWONG QLD 4066 AUSTRALIA,-27.4849642,152.9875744,"Kensington Terrace, Toowong, Brisbane City, Queensland, 4066, Australia"
BBFHS Library,Botany Bay Family History Society Inc.,11755,PO Box 1006 SUTHERLAND NSW 1499 AUSTRALIA,,,
BBM Youth Support,,343801,"Level 45, 680 George Street SYDNEY NSW 2000 AUSTRALIA",,,
BHA Library,Better Hearing Australia,9309,23 Grandview Grove Toorak Gardens SA 5065 AUSTRALIA,-34.9347076,138.6372288,"Grandview Grove, Toorak Gardens, Adelaide, City of Burnside, South Australia, 5065, Australia"
BHP Billiton Iron Ore,,334317,"Level 29, City Square 125 St Georges Terrace PERTH WA 6000 AUSTRALIA",,,
BHPBilliton Iron Ore Geoscience,,340700,"Level 37, 125 St George's Terrace PERTH WA 6000 AUSTRALIA",,,
BMT WBM Pty Ltd Library,BMT WBM Pty Ltd,7370,200 Creek Street BRISBANE QLD 4000 AUSTRALIA,-27.463538749999998,153.0270888489369,"Amora Hotel Brisbane, 200, Creek Street, Spring Hill, Brisbane City, Queensland, 4000, Australia"
Babinda Library,Cairns Regional Council: Cairns Libraries,9301,24 Munro St BABINDA QLD 4861 AUSTRALIA,-17.3442664,145.9234393,"Munro Street, Babinda, Cairns Regional, Queensland, 4861, Australia"
"Bacchus Marsh & District Historical Society Library, Archives",Bacchus Marsh & District Historical Society,4592,197 Main St BACCHUS MARSH VIC 3340 AUSTRALIA,-37.6754455,144.4350994,"Main Street, Bacchus Marsh, Shire of Moorabool, Victoria, 3340, Australia"
Badgingarra Public Library,Shire of Dandaragan Libraries,5070,Community Centre North West Road BADGINGARRA WA 6521 AUSTRALIA,,,
Baffle Creek Library,Gladstone Regional Council Libraries,7531,Shop 3/244 Coast Road Baffle Creek VIA ROSEDALE QLD 4674 AUSTRALIA,,,
Bain International Library,Bain International Inc.,6663,"Level 34, Chifley Tower 2 Chifley Square SYDNEY NSW 2000 AUSTRALIA",,,
Bain Senior Library,Kambala,8272,794 New South Head Road ROSE BAY NSW 2029 AUSTRALIA,-33.8724197,151.2591225,"New South Head Road, Rose Bay, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2029, Australia"
Bairnsdale Library,East Gippsland Shire Library,6479,22 Service Street BAIRNSDALE VIC 3875 AUSTRALIA,-37.8233454,147.6283245,"Service Street, Bairnsdale, Shire of East Gippsland, Victoria, 3875, Australia"
Bairnsdale Medical Library,Bairnsdale Regional Health Service,8288,Day St BAIRNSDALE VIC 3875 AUSTRALIA,-37.8171132,147.6115117,"Day Street, Bairnsdale, Shire of East Gippsland, Victoria, 3875, Australia"
Bairnsdale RSL Sub Branch,,336223,2 Forge Creek Rd Bairnsdale VIC AUSTRALIA,-37.8318191,147.6106041,"Bairnsdale RSL, 2, Forge Creek Road, Bairnsdale, Shire of East Gippsland, Victoria, 3875, Australia"
Baker & Taylor Inc,Baker & Taylor Inc.,324,16 Dickenson Way BOORAGOON WA 6154 AUSTRALIA,-32.0435265,115.828443,"Dickenson Way, Booragoon, City of Melville, Western Australia, 6154, Australia"
Balaklava Community Library,Wakefield Regional Council,5208,Balaklava High School May Terrace BALAKLAVA SA 5461 AUSTRALIA,,,
Balaklava Primary School Library,Balaklava Primary School,9405,Wallace Street BALAKLAVA SA 5461 AUSTRALIA,-34.1459438,138.4150866,"Wallace Street, Balaklava, Wakefield Regional Council, South Australia, 5461, Australia"
Balcatta Senior High School's Library,Balcatta Senior High School,7945,Poincaire Street BALCATTA WA 6021 AUSTRALIA,-31.8763887,115.8173793,"Poincaire Street, Balcatta, City of Stirling, Western Australia, 6021, Australia"
Baler Primary School Library,Baler Primary School,8949,Baler Close SOUTH HEADLAND WA 6722 AUSTRALIA,,,
Balga Campus Library,North Metropolitan TAFE,339018,18 Loxwood Road BALGA WA 6061 AUSTRALIA,-31.86311025,115.85350701001241,"North Metropolitan TAFE, 18, Loxwood Road, Balga, City of Stirling, Western Australia, 6061, Australia"
Balingup Library,Donnybrook-Balingup Library Services,3702,Jayes Road BALINGUP WA 6253 AUSTRALIA,-33.7790092,116.0218585,"Jayes Road, Wilga West, Balingup, Shire Of Donnybrook-Balingup, Western Australia, Australia"
Ballajura Community College Library Resource Centre,Ballajura Community College,9018,Cassowary Drive SOUTH BALLAJURA WA 6066 AUSTRALIA,,,
Ballajura Public Library,City of Swan,9271,Corner of Kingfisher Avenue & Illawarra Crescent BALLAJURA WA 6066 AUSTRALIA,,,
Ballan Library,Central Highlands Libraries,336940,Mechanics Institute 143 Inglis St Ballan VIC 3342 AUSTRALIA,,,
Ballan Shire Historical Society,,16226,45-47 Steiglitz St Ballan VIC AUSTRALIA,-37.6013556,144.2254139,"Steiglitz Street, Ballan, Shire of Moorabool, Victoria, 3342, Australia"
Ballarat & District Aboriginal Co-operative Library,Ballarat & District Aboriginal Co-operative Ltd,1040,5 Market Street BALLARAT VIC 3350 AUSTRALIA,-37.5574451,143.8556637,"Market Street, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Ballarat & Queen's Anglican Grammar School,,335951,201 Forest Street Wendouree VIC 3355 AUSTRALIA,-37.537055699999996,143.83012005823903,"Ballarat Grammar, 201, Forest Street, Wendouree, Ballarat, City of Ballarat, Victoria, 3355, Australia"
Ballarat & Queen's Anglican Grammar School Library,Ballarat and Queen's Anglican Grammar School,5089,201 Forest Street WENDOUREE VIC 3355 AUSTRALIA,-37.537055699999996,143.83012005823903,"Ballarat Grammar, 201, Forest Street, Wendouree, Ballarat, City of Ballarat, Victoria, 3355, Australia"
Ballarat Archive Centre,Public Record Office Victoria,11092,"Level 1, State Public Offices Corner of Mair & Doveton Streets BALLARAT VIC 3350 AUSTRALIA",,,
Ballarat Aviation Museum Library,Ballarat Aviation Museum Inc.,1114,Ballarat Airport WENDOUREE VIC 3355 AUSTRALIA,,,
Ballarat Clarendon College,,335977,1425 Sturt Street Ballarat VIC AUSTRALIA,-37.5606107,143.83419069257394,"Ballarat Clarendon College, 1425, Sturt Street, Newington, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Ballarat Fire Brigade,,336117,corner Barkly & East streets Ballarat VIC AUSTRALIA,,,
Ballarat Health Services Library,Ballarat Health Services,8423,Drummond Street Nth BALLARAT VIC 3350 AUSTRALIA,,,
Ballarat Heritage Services,,340660,PO BOX 2209 BALLARAT MAIL CENTRE VIC 3354 AUSTRALIA,,,
Ballarat Library,Central Highlands Libraries,7354,178 Doveton St North BALLARAT VIC 3350 AUSTRALIA,-37.5581026,143.85595154067914,"Central Highlands Regional Library Corp. Ballarat branch, 178, Doveton Street North, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Ballarat Mechanics Institute Library,Ballarat Mechanics Institute,86661,117 Sturt St BALLARAT VIC 3350 AUSTRALIA,-37.5591206,143.8329629,"Sturt Street, Newington, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Ballarat Ranger Military Museum,,336193,Ballarat Ranger Military Museum Ranger Barracks 1812 - 1816 Sturt Street Ballarat VIC AUSTRALIA,,,
Ballarat Regional Trades and Labour Council Inc.,,341141,24 Camp Street BALLARAT VIC 3666 AUSTRALIA,-37.5610812,143.8593645,"Camp Street, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Ballarat Tramway Museum Library,Ballarat Tramway Museum Inc,8918,"South Gardens Reserve, Wendouree Pde BALLARAT VIC 3350 AUSTRALIA",,,
Ballarat and District Irish Club,,335986,Ballarat VIC AUSTRALIA,-37.5623013,143.8605645,"Ballarat, City of Ballarat, Victoria, 3350, Australia"
Ballina Library,Richmond-Tweed Regional Library,4199,4-10 River Street BALLINA NSW 2478 AUSTRALIA,-28.8681978,153.5548768,"River Street, Ballina CBD, Ballina, Ballina Shire Council, New South Wales, 2478, Australia"
Ballina Public School Library,Ballina Public School,10743,48 Crane Street BALLINA NSW 2478 AUSTRALIA,-28.86979965,153.56368014778144,"Ballina Public School, 48, Crane Street, Ballina, Ballina Shire Council, New South Wales, 2478, Australia"
Balmain Hospital Library,Sydney Local Health District,9871,Booth St BALMAIN NSW 2041 AUSTRALIA,-33.8593976,151.1822827,"Booth Street, Balmain, Inner West, Sydney, Inner West Council, New South Wales, 2041, Australia"
Balmain Library,Inner West Council,3600,Balmain Town Hall 370 Darling Street BALMAIN NSW 2041 AUSTRALIA,,,
Balmoral Historical Society Library,Balmoral Historical Society,6781,Old Balmoral Court House Glendenning Street BALMORAL VIC 3407 AUSTRALIA,,,
Balranald Library,Balranald Shire Council,6652,We St BALRANALD NSW 2715 AUSTRALIA,-34.6355732,143.563801,"We Street, Balranald, Balranald Shire Council, New South Wales, 2715, Australia"
Balwyn Library,City of Boroondara Library Service,4019,336 Whitehorse Road BALWYN VIC 3103 AUSTRALIA,-37.813621600000005,145.08549877101063,"Balwyn Library, 336, Whitehorse Road, Balwyn, Melbourne, City of Boroondara, Victoria, 3103, Australia"
Bambara Primary School Library,Bambara Primary School,9022,Gosse Road PADBURY WA 6025 AUSTRALIA,-31.7976961,115.760015,"Gosse Road, Padbury, Joondalup, City of Joondalup, Western Australia, 6025, Australia"
Banana Shire Library,Picture Queensland partner,333838,PO Box 412 BILOELA QLD 4715 AUSTRALIA,,,
Banana Shire Library & Information Service,,12426,PO Box 412 Biloela QLD 4715 AUSTRALIA,,,
Bandyup Women's Prison Library,Bandyup Women's Prison,5478,Middle Swan Road WEST SWAN WA 6005 AUSTRALIA,-31.8635444,115.9906937,"Middle Swan Road, West Swan, City of Swan, Western Australia, 6055, Australia"
Bankstown Campus Library,Western Sydney University,2075,Building 9 Bullecourt Avenue MILPERRA NSW 2214 AUSTRALIA,,,
Bankstown College Library,TAFE NSW,6194,500 Chapel Road BANKSTOWN NSW 2200 AUSTRALIA,-33.9239352,151.0304174,"Chapel Road, Bankstown, Sydney, Canterbury-Bankstown Council, New South Wales, 2200, Australia"
Bankstown Senior College Library,Bankstown Senior College,7818,Cnr. Eldridge Rd & Antwerp St. BANKSTOWN NSW 2200 AUSTRALIA,,,
Banyo Library,Brisbane City Council Library Service,9400,284 St Vincents Road BANYO QLD 4014 AUSTRALIA,-27.37425495,153.07814889886657,"Banyo Library, 284, St Vincents Road, Banyo, Greater Brisbane, Queensland, 4014, Australia"
Baraga Library,,11440,19 AÂ¿Beckett Street KEW VIC 3101 AUSTRALIA,,,
Barcaldine Regional Council Library,Picture Queensland partner,333857,Ash Street BARCALDINE QLD 4725 AUSTRALIA,-23.5532781,145.2839929,"Ash Street, Barcaldine, Barcaldine Regional, Queensland, Australia"
Barcaldine Shire Council Library,Barcaldine Regional Council,4569,Ash Street BARCALDINE QLD 4725 AUSTRALIA,-23.5532781,145.2839929,"Ash Street, Barcaldine, Barcaldine Regional, Queensland, Australia"
Barham Branch Library,Swan Hill Regional Library,6481,15 Murray Street BARHAM NSW 2732 AUSTRALIA,-35.629883,144.1254504,"Murray Street, Barham, Murray River Council, New South Wales, 2732, Australia"
Barker College,,16171,Barker College Library 91 Pacific Hwy Hornsby NSW 2077 AUSTRALIA,,,
Barmera Library,Berri Barmera Libraries,3866,4 Barwell Avenue BARMERA SOUTH SA 5345 AUSTRALIA,-34.2517608,140.464144,"Barwell Avenue, Barmera, The Berri Barmera Council, South Australia, 5345, Australia"
Barooga Library,Berrigan Library,5769,52-54 Chanter Street BERRIGAN NSW 2712 AUSTRALIA,-35.6574564,145.8116726,"Chanter Street, Berrigan, Berrigan Shire Council, New South Wales, 2712, Australia"
Barossa Valley Archives & Historical Trust Library,Barossa Valley Archives & Historical Trust,4600,47 Murray Street TANUNDA SA 5352 AUSTRALIA,-34.5221283,138.9626674,"Murray Street, Tanunda, The Barossa Council, South Australia, 5352, Australia"
Barr Smith Library,University of Adelaide,9730,University of Adelaide North Terrace ADELAIDE SA 5005 AUSTRALIA,-34.9189226,138.60423667410745,"University of Adelaide, North Terrace, Adelaide, Adelaide City Council, South Australia, 5005, Australia"
Barraba Branch Library,Central Northern Regional Library,3781,108 Queen Street BARRABA NSW AUSTRALIA,-30.3824986,150.6097143,"Queen Street, Barraba, Tamworth Regional Council, New South Wales, 2347, Australia"
Barry Collins Resource Centre,Catholic Schools Parramatta Diocese Limited,4229,38 - 40 Renwick St LEICHHARDT NSW 2040 AUSTRALIA,-33.8859287,151.1564752,"Renwick Street, Leichhardt, Inner West, Sydney, Inner West Council, New South Wales, 2040, Australia"
Barunga Community,NT Schools Katherine Region,339090,PMB 117 VIA KATHERINE NT 0850 AUSTRALIA,,,
Barunga Community Library,Barunga-Manyallaluk Community Government Council,5664,Barunga Community Education Centre BARUNGA NT 0860 AUSTRALIA,,,
Barwicks Wisewoulds Library,Barwicks Wisewoulds Lawyers,8983,"Level 14, 141 Queen Street BRISBANE QLD 4000 AUSTRALIA",,,
Barwon Grange Library,Barwon Grange (Historic House),4150,25 Fernleigh Street Newtown GEELONG VIC 3220 AUSTRALIA,-38.1614773,144.3475441,"Fernleigh Street, Chilwell, Newtown, Geelong, City of Greater Geelong, Victoria, 3220, Australia"
Barwon Heads Community Library,Geelong Regional Library Corporation,8758,Barwon Heads Primary School Golf Links Road BARWON HEADS VIC 3227 AUSTRALIA,-38.281001950000004,144.4848973619103,"Barwon Heads Primary School, 3A, Golf Links Road, Barwon Heads, City of Greater Geelong, Victoria, 3227, Australia"
Barwon Heads Golf Club Library,Barwon Heads Golf Club,4149,Golf Links Road BARWON HEADS VIC 3227 AUSTRALIA,-38.2816735,144.4871599,"Golf Links Road, Barwon Heads, City of Greater Geelong, Victoria, 3227, Australia"
Barwon Health Library Service,Barwon Health,9827,Kitchener House (KHERB) 285 - 299 Ryrie Street GEELONG VIC 3220 AUSTRALIA,,,
Barwon Park Library,Barwon Park (Historic House),4151,Inverleigh Road WINCHELSEA VIC 3214 AUSTRALIA,,,
Barwon Region Water Corporation,Barwon Region Water Corporation,4412,61-67 Ryrie Street GEELONG VIC 3220 AUSTRALIA,-38.1474289,144.3533325,"Ryrie Street, Geelong, City of Greater Geelong, Victoria, 3220, Australia"
Baseball WA,,342680,Empire Ballpark Cnr Nicholson and Wilfred Roads THORNLIE WA AUSTRALIA,,,
Basil Seneviratne Medical Library,Greenslopes Private Hospital,7970,Newdegate Street GREENSLOPES QLD 4120 AUSTRALIA,-27.5099288,153.0486406,"Newdegate Street, Greenslopes, Brisbane City, Queensland, 4120, Australia"
Bass Coast Mobile Library,Myli - My Community Library,1641,c/- West Gippsland Regional Library Corporation 65 Victoria Street WARRAGUL VIC 3820 AUSTRALIA,,,
Bassendean Memorial Library,Town of Bassendean,4572,46 Old Perth Road BASSENDEAN WA 6054 AUSTRALIA,-31.9038394,115.9474533,"Old Perth Road, Bassendean, Town Of Bassendean, Western Australia, 6054, Australia"
Basser Library,Australian Academy of Science,9169,Shine Dome Gordon Street ACTON ACT 2601 AUSTRALIA,,,
Basser Library and Fenner Archives,Australian Academy of Science,343541,15 Gordon Street ACTON ACT 2601 AUSTRALIA,,,
Batchelor Institute of Indigenous Tertiary Education,,12450,C/- Post Office BATCHELOR NT 0845 AUSTRALIA,,,
Batchelor Joint Use Library,Batchelor Institute of Indigenous Tertiary Education,6606,Nurndina Street BATCHELOR NT 0845 AUSTRALIA,-13.0469648,131.030062,"Nurndina Street, Batchelor, Coomalie Shire, Northern Territory, 0845, Australia"
Bateau Bay Library,Central Coast Library Service,7315,Bay Village Shopping Centre The Entrance Road BAY VILLAGE NSW 2261 AUSTRALIA,,,
Batemans Bay Library,Eurobodalla Shire Council Libraries,6158,Hanging Rock Place BATEMANS BAY NSW 2536 AUSTRALIA,-35.721913,150.1944728,"Hanging Rock Place, Batemans Bay, Eurobodalla Shire Council, New South Wales, 2536, Australia"
Bathurst Campus Library,Charles Sturt University,7290,Building 1412 Panorama Avenue BATHURST NSW 2795 AUSTRALIA,,,
Bathurst Campus Library,TAFE NSW,4039,Building H Panorama Avenue BATHURST NSW 2795 AUSTRALIA,,,
Bathurst District Historical Society Library,Bathurst District Historical Society,2671,"East Wing, Bathurst Court House Russell Street BATHURST NSW 2795 AUSTRALIA",,,
Bathurst High School Library,Bathurst High School,1588,Hope Street BATHURST NSW 2795 AUSTRALIA,-33.4058799,149.5786219,"Hope Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia"
Bathurst Library,Bathurst Regional Council,4244,70-78 Keppel Street BATHURST NSW 2795 AUSTRALIA,-33.4177643,149.5754422,"Keppel Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia"
Bathurst Mobile Library,Bathurst Regional Council,4246,70-78 Keppel Street BATHURST NSW 2795 AUSTRALIA,-33.4177643,149.5754422,"Keppel Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia"
Bathurst Regional Art Gallery Library,Bathurst Regional Art Gallery,3946,70-78 Keppel St BATHURST NSW 2795 AUSTRALIA,-33.4177643,149.5754422,"Keppel Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia"
