Name,ParentOrg,OrgID,Address,Latitude,Longitude,Geocoder Display Name
NSW Law Reform Commission Library,New South Wales Law Reform Commission,9612,"Level 3, Henry Deane Building 20 Lee Street SYDNEY NSW 2000 AUSTRALIA",,,
NSW Medicines Information Centre Library,NSW Medicines Information Centre,9851,24 Leichhardt Street DARLINGHURST NSW 2010 AUSTRALIA,-33.8803997,151.2222964,"Leichhardt Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
NSW Nurses & Midwives' Association Library,NSW Nurses & Midwives' Association,1326,50 O'Dea Avenue WATERLOO NSW 2017 AUSTRALIA,-33.903098549999996,151.21222664465506,"NSW Nurses and Midwives' Association, 50, O'Dea Avenue, Waterloo, Sydney, Council of the City of Sydney, New South Wales, 2017, Australia"
NSW Parliamentary Archives,New South Wales Parliamentary Archives,7120,Macquarie Street SYDNEY NSW 2000 AUSTRALIA,-33.869807,151.2119883,"Macquarie Street, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
NSW Parliamentary Library,Parliament of New South Wales,7115,Parliament House Macquarie Street SYDNEY NSW 2000 AUSTRALIA,-33.867265200000006,151.21301147249176,"Parliament of New South Wales, Macquarie Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
NSW Parliamentary Library Press Releases,Parliament of New South Wales,343161,Parliament House Macquarie St Sydney NSW 2000 AUSTRALIA,-33.867265200000006,151.21301147249176,"Parliament of New South Wales, Macquarie Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
NSW Regional Office Library,Bureau of Meteorology,9748,C/- National Meteorological Library 700 Collins Street DOCKLANDS VIC 3008 AUSTRALIA,,,
NSW Rural Fire Service Library,NSW Rural Fire Service,60095,15 Carter Street LIDCOMBE NSW 2141 AUSTRALIA,-33.850114500000004,151.0581497944426,"15, Carter Street, Lidcombe, Sydney, City of Parramatta Council, New South Wales, 2141, Australia"
NSW Soil Knowledge Network,,344243,28 Keswick Street COWRA NSW 2794 AUSTRALIA,-33.829549,148.6851209,"Keswick Street, Mulyan, Cowra, Cowra Shire Council, New South Wales, 2794, Australia"
NSW Sport and Recreation Information Service,NSW Sport and Recreation,9878,"Level 3, 6 Figtree Drive Sydney Olympic Park NSW 2127 AUSTRALIA",,,
NSW St John Ambulance Library,St John Ambulance Australia (NSW),10891,6 Hunt Street SURRY HILLS NSW 2010 AUSTRALIA,-33.879166,151.2105885,"Butter, 6, Hunt Street, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
NSW Teachers Federation Branch Library,Australian Education Union (AEU),6470,"1st Floor, Teachers Federation House 23-33 Mary Street SURRY HILLS NSW 2010 AUSTRALIA",,,
NSW Writers' Centre Library,New South Wales Writers' Centre Inc.,6320,"Callan Park Grounds (follow the signs to the Centre from the Balmain Road entrance, opposite Cecily Street) ROZELLE NSW 2039 AUSTRALIA",,,
NSWAGTC Library,NSW Association for Gifted & Talented Children Inc.,5946,c/- Hilltop Road Public School Hilltop Road MERRYLANDS NSW 2160 AUSTRALIA,,,
NT Christian Schools Association Library,NT Christian Schools Association,329698,PO Box 228 SANDERSON NT 0813 AUSTRALIA,,,
NT Community Libraries,,330545,Mitchell Street DARWIN NT 0801 AUSTRALIA,-12.4655287,130.8424793,"Mitchell Street, Darwin City, Darwin, City of Darwin, Northern Territory, 0801, Australia"
NT Educational Resource Centre Library,Northern Territory Educational Resource Centre,1596,c/- Ludmilla Primary School LUDMILLA NT AUSTRALIA,,,
NT Field Naturalists' Club Library,Field Naturalist Club of the Northern Territory,6318,Private location at CASUARINA NT 0810 AUSTRALIA,,,
NT Health Library Services,NT Department of Health,4327,"Building 4, Royal Darwin Hospital Rocklands Drive TIWI NT 0810 AUSTRALIA",,,
NT Herbarium,"Northern Territory Land, Resources and Heritage",339095,PO Box 42 DARWIN NT 0801 AUSTRALIA,,,
NT Music School,NT Schools Darwin Region,339088,PO Box 455 SANDERSON NT 0813 AUSTRALIA,,,
NT School of Languages Resource Collection,Northern Territory School of Languages,3569,Nightcliff High School Campus Ryland Road NIGHTCLIFF NT 0810 AUSTRALIA,,,
NT Schools Alice Springs Region,,337983,"C/- Learning Services Office, Northern Territory Library Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
NT Schools Arnhem Region,,337981,"C/- Leanring Services Office, Northern Territory Library Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
NT Schools Barkly Region,,337982,"C/- Learning Services Office, Northern Territory Library Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
NT Schools Darwin Region,,337984,"C/- Learning Services Office, Northern Territory Library Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
NT Schools Katherine Region,,337985,"C/- Learning Services Office, Northern Territory Library Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
NT Schools Palmerston and Rural Region,,337986,"C/- Learning Services Office, Northern Territory Library Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
NT edeposit,Library & Archives NT,342863,PO Box 42 DARWIN NT 0810 AUSTRALIA,,,
NTAEGT Library,NT Association for the Education of the Gifted and Talented,10872,C/- Moil Primary School Library 37 Lanyon Terrace MOIL NT 0810 AUSTRALIA,,,
NTL Digital Branch,Library & Archives NT,341520,Parliament House State Square DARWIN NT 0800 AUSTRALIA,,,
Nabawa Public Library,Chapman Valley Shire Council Libraries,6598,Chapman Valley Shire Office NABAWA WA 6532 AUSTRALIA,,,
Nabiac Branch Library,MidCoast Council,3817,Nabiac Street NABIAC NSW 2321 AUSTRALIA,-32.0984354,152.3767846,"Nabiac Street, Nabiac, Mid-Coast Council, New South Wales, 2312, Australia"
Nagambie Library,Goulburn Valley Libraries,327577,352 High Street NAGAMBIE VIC 3608 AUSTRALIA,-36.782118,145.1551447,"Nagambie Library, 352, High Street, Nagambie, Shire of Strathbogie, Victoria, 3608, Australia"
"Nagle Library, St John's College",,340605,10 Missenden Road CAMPERDOWN NSW 2050 AUSTRALIA,-33.88827555,151.18147688386273,"Hintze Building, 10, Missenden Road, Camperdown, Inner West, Sydney, Council of the City of Sydney, New South Wales, 2050, Australia"
Nairne Primary School Library,Nairne Primary School,231821,Saleyard Rd Nairne SA 5252 AUSTRALIA,-35.0378896,138.9025598,"Saleyard Road, Nairne, Mount Barker District Council, South Australia, 5252, Australia"
Nambour Library,Sunshine Coast Libraries,6124,Corner of Bury and Currie Streets NAMBOUR QLD 4560 AUSTRALIA,,,
Nambour State High School,,330141,NAMBOUR QLD 4560 AUSTRALIA,-26.6257326,152.959953,"Nambour, Sunshine Coast Regional, Queensland, 4560, Australia"
Nambucca Heads High School Resource Centre,Nambucca Heads High School,4022,Centenary Parade NAMBUCCA HEADS NSW 2448 AUSTRALIA,-30.6371147,152.9844019,"Centenary Parade, Nambucca Heads, Nambucca Valley Council, New South Wales, 2448, Australia"
Nambucca Heads Library,Nambucca Valley Council,333258,23 Ridge Street NAMBUCCA HEADS NSW 2448 AUSTRALIA,-30.6423569,153.003752,"Nambucca Library, 23, Ridge Street, Nambucca Heads, Nambucca Valley Council, New South Wales, 2448, Australia"
Nambucca Valley Council,,333257,44 Princess Street MACKSVILLE NSW 2447 AUSTRALIA,-30.71055905,152.91825044126892,"Nambucca Valley Council, 44, Princess Street, Macksville, Nambucca Valley Council, New South Wales, 2447, Australia"
Nan Tien Institute Library,,329077,231 Nolan Street UNANDERRA NSW 2526 AUSTRALIA,-34.463069,150.8423039,"Nolan Street, Unanderra, Wollongong City Council, New South Wales, 2526, Australia"
Nanango Library,South Burnett Libraries,5545,48 Drayton Street NANANGO QLD 4615 AUSTRALIA,-26.6697767,151.9904664,"Drayton Street, Nanango, South Burnett Regional, Queensland, Australia"
Nangwarry Library,Wattle Range Council,3626,c/o Nangwarry Primary School Whitford Crescent NANGWARRY SA 5277 AUSTRALIA,,,
Nannup Historical Society,,342701,1 Warren Rd NANNUP WA 6275 AUSTRALIA,-33.9763149,115.7654613,"Warren Road, Nannup, Shire Of Nannup, Western Australia, 6275, Australia"
Nannup Public Library,Shire of Nannup,6600,15 Adam Street NANNUP WA 6275 AUSTRALIA,-33.979549750000004,115.76515003418149,"Nannup Shire Council, 15, Adam Street, Nannup, Shire Of Nannup, Western Australia, 6275, Australia"
Naracoorte Public Library,Naracoorte Lucindale Council,2852,165 Smith Street NARACOORTE SA 5271 AUSTRALIA,-36.9587445,140.7313502,"Smith Street, Naracoorte, Naracoorte Lucindale Council, South Australia, 5271, Australia"
Narbethong State Special School Library,Narbethong State Special School,7650,Cnr Salsbury and Churchill Streets BURANDA QLD 4102 AUSTRALIA,,,
Narellan Library,Camden Council Library Service,8106,Corner Elyard & Queen Streets NARELLAN NSW 2567 AUSTRALIA,,,
Narembeen Library,Narembeen Shire Council,7524,1 Longhurst Street NAREMBEEN WA 6369 AUSTRALIA,-32.0664662,118.3917933,"Longhurst Street, Narembeen, Shire Of Narembeen, Western Australia, 6369, Australia"
Naremburn Library,Chatswood Central Library,9204,7 Central Street NAREMBURN NSW 2065 AUSTRALIA,-33.8157007,151.2015416,"Central Street, Naremburn, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2065, Australia"
Narooma High School Library,Narooma High School,4029,7181 Princes Highway NAROOMA NSW 2546 AUSTRALIA,-36.2761218,150.126611,"Princes Highway, Corunna, Narooma, Eurobodalla Shire Council, New South Wales, 2546, Australia"
Narooma Library,Eurobodalla Shire Council Libraries,6157,Field Street NAROOMA NSW 2546 AUSTRALIA,-36.2171246,150.1224702,"Field Street, Narooma, Eurobodalla Shire Council, New South Wales, 2546, Australia"
Narrabri Branch Library,Central Northern Regional Library,6748,8 Doyle Street NARRABRI NSW 2390 AUSTRALIA,-30.3249249,149.7826731,"Doyle Street, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia"
Narrabri Campus Library,TAFE NSW,9450,Barwan Street NARRABRI NSW 2390 AUSTRALIA,-30.313499,149.7780237,"Barwan Street, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia"
Narrabundah College Library,Narrabundah College,7889,Jerrabomberra Avenue NARRABUNDAH ACT 2604 AUSTRALIA,-35.335679,149.1479982,"Jerrabomberra Avenue, Narrabundah, Canberra, District of Canberra Central, Australian Capital Territory, 2604, Australia"
Narrandera Shire Library,Western Riverina Libraries,3846,39-51 EAST STREET NARRANDERA NSW 2700 AUSTRALIA,-34.7451433,146.5534456,"East Street, Narrandera, Narrandera Shire Council, New South Wales, 2700, Australia"
Narrandera and Carrathool Shires : Mobile Library Service,Western Riverina Libraries,11894,39-51 East St NARRANDERA NSW 2700 AUSTRALIA,-34.7451433,146.5534456,"East Street, Narrandera, Narrandera Shire Council, New South Wales, 2700, Australia"
Narre Warren & District Family History Group Inc,,328137,1/65 Berwick-Cranbourne Road Cranbourne VIC 3977 AUSTRALIA,-38.1140019,145.2900609,"Berwick - Cranbourne Road, Cranbourne East, Melbourne, City of Casey, Victoria, 3977, Australia"
Narre Warren South College Library,Narre Warren South P-12 College,24457,Amberly Park Drive Narre Warren South VIC 3805 AUSTRALIA,-38.0457816,145.2945296,"Amberly Park Drive, Narre Warren South, Melbourne, City of Casey, Victoria, 3805, Australia"
Narrogin Public Library,Cuballing Shire Council ;Shire of Narrogin Library Service,7525,89 Earl St NARROGIN WA 6312 AUSTRALIA,-32.9322202,117.1764689,"Earl Street, Narrogin, Shire Of Narrogin, Western Australia, 6312, Australia"
Narrogin Senior High School Library,Narrogin Senior High School,9102,Gray Street NARROGIN WA 6312 AUSTRALIA,-32.9358028,117.1904383,"Gray Street, Narrogin, Shire Of Narrogin, Western Australia, 6312, Australia"
Narromine Branch Library,Macquarie Regional Library,1340,Dandaloo Street NARROMINE NSW 2821 AUSTRALIA,-32.227462,148.2404623,"Dandaloo Street, Narromine, Narromine Shire Council, New South Wales, 2821, Australia"
Narromine High School Library,Narromine High School,3959,Merilba St NARROMINE NSW 2821 AUSTRALIA,-32.2300759,148.2416749,"Merilba Street, Narromine, Narromine Shire Council, New South Wales, 2821, Australia"
Nathalia Community Library,Goulburn Valley Libraries,6365,75 Blake Street NATHALIA VIC 3638 AUSTRALIA,-36.0524124,145.2038505,"Blake Street, Nathalia, Shire of Moira, Victoria, 3638, Australia"
Nathan Library and Members lounge,Australian College of Optometry,8043,"Cnr. Keppel and Cardigan Sts., CARLTON VIC 3053 AUSTRALIA",,,
National Acoustic Laboratories Library,Australian Hearing,6934,"16 University Ave, MACQUARIE UNIVERSITY NSW 2109 AUSTRALIA",-33.77649285,151.11179141901363,"Australian Hearing Hub, 16, University Avenue, Macquarie Park, Sydney, Council of the City of Ryde, New South Wales, 2109, Australia"
National Alpine Museum of Australia Inc.,,95842,Post Office MT BULLER VIC 3723 AUSTRALIA,,,
National Archives Library,National Archives of Australia,174,Queen Victoria Terrace PARKES ACT 2600 AUSTRALIA,-35.3039059,149.1305467,"Queen Victoria Terrace, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National Art School Library,National Art School,16180,Forbes Street DARLINGHURST NSW 2010 AUSTRALIA,-33.8764048,151.2188512,"Forbes Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
National Australia Bank - Business Research & Information,National Australia Bank Ltd,4928,LEVEL 33 500 BOURKE STREET MELBOURNE VIC 3000 AUSTRALIA,,,
National Centre for Australian Children's Literature,University of Canberra,80958,"Level D, Building 8, University of Canberra Kirinari Street Bruce ACT 2617 AUSTRALIA",,,
National Centre in HIV Social Research Library,UNSW Sydney,329657,Webster Building University of New South Wales Sydney NSW 2052 AUSTRALIA,,,
National Council of Churches in Australia Library,National Council of Churches in Australia,4250,NSW AUSTRALIA,-31.8759835,147.2869493,"New South Wales, Australia"
National Epilepsy Association of Australia Library,National Epilepsy Association of Australia Inc.,9465,Suite 2B 44-46 Oxford Street EPPING NSW 1710 AUSTRALIA,,,
National Film and Sound Archive,,9188,McCoy Circuit ACTON ACT 2601 AUSTRALIA,-35.2820625,149.1218558,"McCoy Circuit, Acton, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia"
National Film and Sound Archive Library,National Film and Sound Archive,209835,"National Film and Sound Archive Library Acccess, Research and Development Branch, National Film and Sound Archive McCoy Circuit ACTON ACT 2601 AUSTRALIA",,,
National Film and Video Lending Service,National Film and Sound Archive,209834,"Non Theatrical Lending Collection National Film and Sound Archive, McCoy Cct. Acton ACT 2601 AUSTRALIA",,,
National Fishing Industry Education Centre Library,TAFE NSW,3890,Trenayr Road JUNCTION HILL NSW 2460 AUSTRALIA,-29.6435551,152.9301272,"Trenayr Road, Junction Hill, Grafton, Clarence Valley Council, New South Wales, 2460, Australia"
National Gallery of Australia Collection,National Gallery of Australia,332558,Parkes Place PARKES ACT 2600 AUSTRALIA,-35.301952,149.1331436,"Parkes Place, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National Gallery of Australia Research Library & Archives,National Gallery of Australia,8182,Parkes Place PARKES ACT 2600 AUSTRALIA,-35.301952,149.1331436,"Parkes Place, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National Gallery of Victoria Collection,National Gallery of Victoria,338457,National Gallery of Victoria MELBOURNE VIC 3004 AUSTRALIA,-37.822925549999994,144.96865622637097,"National Gallery of Victoria, 130-180, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia"
National Information Centre,Deloitte Touche Tohmatsu,6062,Grosvenor Place 225 George Street SYDNEY NSW 2000 AUSTRALIA,-33.8627631,151.20710511487755,"Grosvenor Place, 225, George Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
National Institute for Christian Education Resource Centre,National Institute for Christian Education,4251,58 Douglas Rd BLACKTOWN NSW 2148 AUSTRALIA,-33.78321645,150.88565116403154,"Tyndale Christian School, 58, Douglas Road, Blacktown, Sydney, Blacktown City Council, New South Wales, 2148, Australia"
National Jet Systems Library,National Jet Systems,8616,28 James Schofield Drive ADELAIDE AIRPORT SA 5950 AUSTRALIA,-34.9351963,138.5390505,"James Schofield Drive, Adelaide Airport, Adelaide, City of West Torrens, South Australia, 5950, Australia"
"National Library Service, Melbourne",KPMG,8320,"Level 33, Tower 2 727 Collins Street MELBOURNE VIC 3008 AUSTRALIA",,,
National Library of Australia,,9735,Parkes Place PARKES ACT 2600 AUSTRALIA,-35.301952,149.1331436,"Parkes Place, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National Library: Prepublication Data Service,National Library of Australia,342180,National Library of Australia Parkes Pl PARKES ACT 2600 AUSTRALIA,,,
National Meteorological Library,Bureau of Meteorology,4402,9th Floor 700 Collins St Docklands VIC 3008 AUSTRALIA,,,
National Museum of Australia Collection,National Museum of Australia,332557,Lawson Crescent Acton Peninsula ACTON ACT 2601 AUSTRALIA,,,
National Museum of Australia Research Library,National Museum of Australia,5792,"National Museum of Australia Research Library Lawson Crescent, Acton Peninsula ACTON ACT 2601 AUSTRALIA",,,
National Office Library (LHMU),Australian Liquor Hospitality Miscellaneous Workers Union (LHMU),17715,303 Cleveland Street REDFERN NSW 2016 AUSTRALIA,-33.8886867,151.199009,"Cleveland Street, Redfern, Sydney, Council of the City of Sydney, New South Wales, 2016, Australia"
National Philatelic Collection Library,National Philatelic Centre,4575,GROUND FLOOR 321 EXHIBITION STREET MELBOURNE VIC 3000 AUSTRALIA,,,
National Portrait Gallery of Australia Research Library,,139917,National Portrait Gallery King Edward Terrace Parkes ACT 2600 AUSTRALIA,-35.29982495,149.13387409099266,"National Portrait Gallery, King Edward Terrace, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National Research Library,Australian Manufacturing Workers' Union,7872,133 Parramatta Road GRANVILLE NSW 2142 AUSTRALIA,-33.8296672,151.0099426,"Parramatta Road, Granville, Sydney, City of Parramatta Council, New South Wales, 2142, Australia"
National Safety Council of Australia Library,National Safety Council of Australia Ltd,6403,"Level 1, River Tower 305 Montague Road West End QLD 4101 AUSTRALIA",,,
National Sport Information Centre,Australian Sports Commission,5391,Leverrier Crescent BRUCE ACT 2616 AUSTRALIA,,,
National Standards Commission Library,National Standards Commission,5484,12 Lyon Park Road NORTH RYDE NSW 2113 AUSTRALIA,,,
National Trust of Australia (NSW) Archive/Library,National Trust of Australia (New South Wales),6695,9 Fort Street MILLERS POINT NSW 2000 AUSTRALIA,,,
National Trust of Australia - Queensland Office Library,National Trust of Australia (Queensland),8895,95 WIlliam Street BRISBANE QLD 4000 AUSTRALIA,-27.47347155,153.02453302052353,"National Trust House, 95, William Street, Golden Triangle, Brisbane City, Greater Brisbane, Queensland, 4000, Australia"
National Union Catalogue of Library Materials for People with Disabilities (NUC:D),National Union Catalogues,16357,National Library of Australia Parkes ACT 2600 AUSTRALIA,-35.29652355,149.12957364767345,"National Library of Australia, wheelchair access, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National Vietnam Veterans Museum,,326297,25 Veterans Drive Newhaven VIC 3925 AUSTRALIA,-38.520604,145.3246083,"National Vietnam Veterans Museum, 25, Veterans Drive, Newhaven, Bass Coast Shire, Victoria, 3925, Australia"
National Wool Museum,,16466,26 Moorabool Street GEELONG VIC 3220 AUSTRALIA,-38.1453591,144.36117381785004,"National Wool Museum, 26-32, Moorabool Street, Geelong, City of Greater Geelong, Victoria, 3220, Australia"
National edeposit (ACT),Libraries ACT,341462,GPO Box 158 CANBERRA ACT 2600 AUSTRALIA,,,
National edeposit (NLA),National Library of Australia,341460,Parkes Place PARKES ACT AUSTRALIA,-35.2989371,149.1372155,"Parkes Place, Parliamentary Triangle, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
National edeposit (NSW),State Library of NSW,341465,Macquarie St SYDNEY NSW 2000 AUSTRALIA,-33.869807,151.2119883,"Macquarie Street, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
National edeposit (NT),Library & Archives NT,341463,Parliament House State Square DARWIN NT 0800 AUSTRALIA,,,
National edeposit (QLD),State Library of Queensland,341466,"Cultural Centre, Stanley Place South Bank SOUTH BRISBANE QLD 4010 AUSTRALIA",,,
National edeposit (SA),State Library of South Australia,341467,Cnr North Terrace & Kintore Av ADELAIDE SA 5000 AUSTRALIA,,,
National edeposit (TAS),Libraries Tasmania,341461,91 Murray Street HOBART TAS 7000 AUSTRALIA,-42.8819605,147.3247062,"Zest The Library Cafe, 91, Murray Street, Hobart, City of Hobart, Tasmania, 7000, Australia"
National edeposit (VIC),State Library Victoria,341464,328 Swanston Street MELBOURNE VIC 3000 AUSTRALIA,-37.809769599999996,144.96553516995195,"State Library Victoria, 328, Swanston Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia"
National edeposit (WA),State Library of Western Australia,341468,25 Francis Street PERTH WA 6000 AUSTRALIA,-31.9522325,115.82922731009978,"25, Francis Street, Subiaco, Perth, City of Subiaco, Western Australia, 6008, Australia"
Nature Care College,,330084,46 Nicholson Street ST LEONARDS NSW 2065 AUSTRALIA,-33.8248886,151.1968533,"Nicholson Street, St Leonards, Lower North Shore, Sydney, Lane Cove Municipal Council, New South Wales, 2065, Australia"
Navitas College of Public Safety,,330086,400 Queen St MELBOURNE VIC 3000 AUSTRALIA,-37.8094425,144.95858987987106,"400, Queen Street, Melbourne, City of Melbourne, Victoria, 3000, Australia"
Nebo Library,Isaac Regional Council,7526,10 Reynolds Street NEBO QLD 4742 AUSTRALIA,-21.6890621,148.6878707,"Reynolds Street, Nebo, Isaac Regional, Queensland, Australia"
Nedlands Library,City of Nedlands Library Service,5339,60-64 Stirling Highway (Cnr of Webster Street) NEDLANDS WA 6009 AUSTRALIA,,,
Neerim South Library,Myli - My Community Library,7855,Neerim East Road NEERIM SOUTH VIC 3831 AUSTRALIA,-38.0147499,145.9632443,"Neerim East Road, Neerim South, Shire of Baw Baw, Victoria, 3831, Australia"
Nepean Blue Mountains LHD Library Services,Nepean Blue Mountains Local Health District,3795,Level 5 South Block Nepean Hospital Derby St KINGSWOOD NSW 2747 AUSTRALIA,,,
"Nepean College, Kingswood Campus Library",TAFE NSW,6204,Corner of Great Western Highway & O'Connell Street WERRINGTON NSW 2747 AUSTRALIA,,,
"Nepean College, Penrith Campus Library",TAFE NSW,6203,"Block A, Ground floor, eastern wing 117 Henry Street PENRITH NSW 2750 AUSTRALIA",,,
Nepean Family History Society Library,Nepean Family History Society Inc.,4847,Old School of Residence Great Western Highway EMU PLAINS NSW 2750 AUSTRALIA,,,
Nerang Library,City of Gold Coast Libraries,8755,Corner of White & Price Streets NERANG QLD 4211 AUSTRALIA,,,
Nettlefold Library,Hutchins School,6878,71 Nelson Road SANDY BAY TAS 7005 AUSTRALIA,-42.9044404,147.3308636,"Nelson Road, Sandy Bay, Hobart, City of Hobart, Tasmania, 7005, Australia"
Network of Community Activities Library,Network of Community Activities,5661,66 Albion Street SURRY HILLS NSW 2010 AUSTRALIA,-33.8830435,151.2116173,"Albion Street, Strawberry Hills, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
New England Film and Sound Archive Film & Sound Library,New England Film and Sound Archive,10714,Ray Walsh House Peel Street TAMWORTH NSW 2340 AUSTRALIA,-31.092890750000002,150.93080882925324,"Tamworth Regional Council, 437, Peel Street, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
New England Institute of TAFE,,14279,"O Block, Janison Street TAMWORTH NSW 2340 AUSTRALIA",-31.076309000000002,150.93582477234156,"O Block, Janison Street, North Tamworth, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
New Farm Library,Brisbane City Council Library Service,9389,135 Sydney Street NEW FARM QLD 4005 AUSTRALIA,-27.4674552,153.04967282926572,"New Farm Library, 135, Sydney Street, Merthyr, New Farm, Greater Brisbane, Queensland, 4005, Australia"
New Lambton Library,Newcastle Region Libraries,3830,Regent Street NEW LAMBTON NSW 2305 AUSTRALIA,-32.9274069,151.7123505,"Regent Street, New Lambton, Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2305, Australia"
New Lambton Public School Library,New Lambton Public School,3961,Regent Street NEW LAMBTON NSW 2305 AUSTRALIA,-32.9274069,151.7123505,"Regent Street, New Lambton, Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2305, Australia"
New Norcia Library,Benedictine Community of New Norcia,5486,New Norcia Library Great Northern Highway NEW NORCIA WA 6509 AUSTRALIA,,,
New South Wales Office Library,Kellogg Brown & Root Pty Ltd,4894,"Level 9, Maritime Trade Towers 201 Kent Street SYDNEY NSW 2000 AUSTRALIA",,,
New South Wales Parliamentary Counsel's Office Library,New South Wales Parliamentary Counsel's Office,261457,Level 1 60 Elizabeth Street SYDNEY NSW 2000 AUSTRALIA,,,
Newcastle City Campus Library,University of Newcastle Library,340499,"Level 1, NeW Space Building 409 Hunter Street NEWCASTLE NSW 2300 AUSTRALIA",,,
Newcastle Grammar School Library,Newcastle Grammar School,3952,60 Newcomen Street NEWCASTLE NSW 2300 AUSTRALIA,-32.9282545,151.7817228,"Newcomen Street, Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2300, Australia"
Newcastle Library,TAFE NSW,7087,"Library, Block S, Hunter Institute, Newcastle Campus Maitland Road TIGHES HILL NSW 2297 AUSTRALIA",,,
Newcastle Maritime Museum Society Inc. Library,Newcastle Maritime Museum Society Inc.,5681,3 Honeysuckle Drive NEWCASTLE EAST NSW 2300 AUSTRALIA,,,
Newcastle Region Art Gallery Library,Newcastle Region Art Gallery,3943,Laman Street NEWCASTLE NSW 2300 AUSTRALIA,-32.9292649,151.7715942,"Laman Street, Cooks Hill, Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2300, Australia"
Newcastle Region Library,Newcastle Region Libraries,4759,War Memorial Cultural Centre Laman Street NEWCASTLE NSW 2300 AUSTRALIA,,,
Newcastle Symphony Orchestra Library,Newcastle Symphony Orchestra,7031,"C/- William Walker, Friends of the Conservatorium Laman Street NEWCASTLE NSW 2300 AUSTRALIA",,,
Newcomb Library,Geelong Regional Library Corporation,8766,Corner of Bellarine Highway & Wilsons Road NEWCOMB VIC 3219 AUSTRALIA,,,
Newcomb Secondary College Archives,,336102,81-85 Bellarine Hwy Newcomb VIC AUSTRALIA,-38.1704594,144.3912911,"Bellarine Highway, Newcomb, Geelong, City of Greater Geelong, Victoria, 3219, Australia"
Newcrest Mining Library,Newcrest Mining Limited,8620,"Level 9, 600 St Kilda Road MELBOURNE VIC 3004 AUSTRALIA",,,
Newdegate Public Library,Shire of Lake Grace Libraries,4648,Collier St NEWDGATE WA 6353 AUSTRALIA,,,
Newman College Library,Newman College,9004,216 Empire Ave Churchlands WA 6018 AUSTRALIA,-31.922684500000003,115.78780194482465,"Newman College (Marcellin Campus), 216, Empire Avenue, Churchlands, City of Stirling, Western Australia, 6018, Australia"
Newman Community Library,Shire of East Pilbara Libraries,567,Kalgan Drive NEWMAN WA 6753 AUSTRALIA,-23.3610852,119.7535681,"Kalgan Drive, Newman, Shire Of East Pilbara, Western Australia, Australia"
Newport Library,Hobsons Bay Libraries,5161,13 Mason Street NEWPORT VIC 3015 AUSTRALIA,-37.8429846,144.8816779,"Newport Library, 13, Mason Street, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
News Ltd Library Services,News Limited,8619,2 Holt Street SURRY HILLS NSW 2010 AUSTRALIA,-33.8850085,151.2093102,"News Corp Australia, 2, Holt Street, Strawberry Hills, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
